32	飛	292	599	0,01807767	94,08238896
31	喜	293	611	0,01751274	94,09990170
31	増	293	611	0,01751274	94,11741444
31	寒	293	611	0,01751274	94,13492718
31	座	293	611	0,01751274	94,15243992
31	忙	293	611	0,01751274	94,16995266
31	腹	293	611	0,01751274	94,18746540
31	華	293	611	0,01751274	94,20497814
31	超	293	611	0,01751274	94,22249088
31	適	293	611	0,01751274	94,24000362
31	駄	293	611	0,01751274	94,25751635
31	驚	293	611	0,01751274	94,27502909
30	万	294	622	0,01694781	94,29197691
30	廊	294	622	0,01694781	94,30892472
30	接	294	622	0,01694781	94,32587253
30	泊	294	622	0,01694781	94,34282034
30	清	294	622	0,01694781	94,35976815
30	科	294	622	0,01694781	94,37671597
30	邪	294	622	0,01694781	94,39366378
29	側	295	629	0,01638288	94,41004666
29	再	295	629	0,01638288	94,42642955
29	悩	295	629	0,01638288	94,44281243
29	根	295	629	0,01638288	94,45919532
29	盗	295	629	0,01638288	94,47557820
29	薬	295	629	0,01638288	94,49196109
29	魚	295	629	0,01638288	94,50834397
28	冗	296	636	0,01581796	94,52416193
28	協	296	636	0,01581796	94,53997989
28	基	296	636	0,01581796	94,55579785
28	席	296	636	0,01581796	94,57161580
28	懸	296	636	0,01581796	94,58743376
28	拐	296	636	0,01581796	94,60325172
28	散	296	636	0,01581796	94,61906968
28	第	296	636	0,01581796	94,63488764
28	粉	296	636	0,01581796	94,65070559
28	飯	296	636	0,01581796	94,66652355
27	健	297	646	0,01525303	94,68177658
27	働	297	646	0,01525303	94,69702961
27	勘	297	646	0,01525303	94,71228264
27	史	297	646	0,01525303	94,72753568
27	士	297	646	0,01525303	94,74278871
27	慢	297	646	0,01525303	94,75804174
27	敵	297	646	0,01525303	94,77329477
27	曜	297	646	0,01525303	94,78854780
27	痛	297	646	0,01525303	94,80380083
27	秘	297	646	0,01525303	94,81905386
27	等	297	646	0,01525303	94,83430689
27	背	297	646	0,01525303	94,84955992
27	酒	297	646	0,01525303	94,86481295
27	魔	297	646	0,01525303	94,88006598
27	鼻	297	646	0,01525303	94,89531901
26	井	298	661	0,01468810	94,91000712
26	価	298	661	0,01468810	94,92469522
26	偶	298	661	0,01468810	94,93938333
26	制	298	661	0,01468810	94,95407143
26	婚	298	661	0,01468810	94,96875953
26	敗	298	661	0,01468810	94,98344764
26	敬	298	661	0,01468810	94,99813574
26	晩	298	661	0,01468810	95,01282384
26	潰	298	661	0,01468810	95,02751195
26	独	298	661	0,01468810	95,04220005
26	甘	298	661	0,01468810	95,05688816
26	示	298	661	0,01468810	95,07157626
26	票	298	661	0,01468810	95,08626436
26	程	298	661	0,01468810	95,10095247
26	童	298	661	0,01468810	95,11564057
26	詳	298	661	0,01468810	95,13032867
26	首	298	661	0,01468810	95,14501678
26	香	298	661	0,01468810	95,15970488
25	両	299	679	0,01412318	95,17382806
25	光	299	679	0,01412318	95,18795124
25	娘	299	679	0,01412318	95,20207441
25	投	299	679	0,01412318	95,21619759
25	担	299	679	0,01412318	95,23032077
25	極	299	679	0,01412318	95,24444394
25	汗	299	679	0,01412318	95,25856712
25	祖	299	679	0,01412318	95,27269030
